100000 500000
3371 26525 7
66085 22154 5
94073 4801 6
65012 29916 17
31426 61218 5
59369 66625 16
17979 7602 15
20945 50902 10
56890 20767 10
5057 15535 6
70172 82257 7
89932 94326 6
16392 89396 8
64245 32052 4
46884 13170 7
10641 90776 16
46772 2417 2
77579 19545 19
79598 65478 14
65049 49839 17
30095 10844 14
55251 18419 8
14968 62807 8
16223 93178 7
15298 21558 4
10699 92977 4
94513 30758 14
59306 36650 4
88840 62909 4
51505 30987 4
16674 99794 15
73830 9990 15
42374 14386 15
37925 78278 4
37967 74060 4
55697 42567 14
52279 45214 19
92885 9956 13
74115 71931 17
50205 32631 18
79027 50737 17
21678 67089 10
93032 62985 13
26203 72190 16
50628 60179 19
54344 30015 3
59052 82548 14
8983 56861 13
1841 40641 7
56612 85813 14
21580 78014 17
68399 40897 15
75133 79525 14
63424 6129 1
83087 10758 12
40521 97318 7
55762 65395 12
88333 66137 3
10490 8743 12
32829 19751 9
95392 22331 14
57556 60520 18
21385 50826 10
54786 21508 9
12367 33117 11
58987 30319 17
59888 595 19
69576 90232 15
32215 84296 1
98923 79717 5
66301 87943 5
21718 57980 8
66267 57072 15
4984 24849 13
77758 90977 5
26031 69548 18
82659 94490 7
91825 50698 10
86155 5720 20
97450 73731 13
81882 91662 12
60603 28782 19
32373 42695 20
69108 10283 3
69316 92825 20
83002 15587 1
62978 81261 6
49467 79260 12
1582 6604 5
73439 46019 20
9929 78049 10
98401 56879 6
70146 71087 13
81567 97551 16
57661 14182 18
45736 2683 8
38483 37279 11
38371 749 9
85606 43469 4
17534 84406 12
13058 66174 11
98148 66718 20
98887 37421 9
83335 88754 4
90172 11560 9
78169 17935 6
29263 81149 1
8525 60362 15
56203 66973 8
1635 49725 12
37599 77284 15
6358 68506 14
34214 26008 18
82002 2156 17
50467 36554 12
22299 19513 2
67886 54308 15
77121 75847 6
28702 45688 15
76935 57873 19
13066 93555 20
44009 54483 7
18104 41111 3
36846 98231 1
98231 86795 13
19796 47049 15
95354 91223 19
10267 88868 5
29704 89033 14
94176 37647 8
97135 27730 13
98770 96143 7
61505 89822 17
24204 76830 12
25458 48155 19
31691 82512 18
69728 93678 4
8384 67405 8
41610 53929 11
17535 53443 18
90900 67011 17
11335 67809 8
95064 28846 13
22861 63513 7
25826 35831 15
34726 21769 15
66286 19144 14
71799 92557 10
29155 3529 6
71583 15331 16
80727 46928 6
75659 58256 9
66794 88199 4
31823 85552 6
42331 14482 15
37509 79743 18
40377 15312 20
52846 21798 11
20925 30220 7
65537 44993 14
71287 16351 4
71101 29970 16
15063 45561 6
61244 3093 6
37670 47422 16
44074 11743 6
58856 22222 5
77167 51520 13
91027 65810 3
26128 12005 13
22503 1006 3
30065 80875 12
95867 97775 15
45567 77561 12
6047 63184 8
44524 72683 19
77399 54170 19
81583 16164 16
99295 63230 5
81351 30095 17
66462 67205 9
57655 22812 7
58819 9695 13
18638 32168 2
95136 72541 7
6648 95895 20
35333 31334 11
18599 85184 15
43800 1365 4
68117 12466 7
1683 81535 20
61451 49130 17
76782 98484 3
21814 6779 7
30957 91050 15
67330 2168 14
804 623 10
84283 99677 13
54248 94137 1
32609 19583 12
11849 51246 8
87622 12388 15
79068 88584 3
85804 49844 12
79221 21802 4
88103 36139 12
35031 24251 9
56753 85307 6
31795 84052 5
54677 49760 9
26352 86488 1
84156 62474 20
86523 65112 20
9572 40551 19
89731 82875 10
36064 7481 2
27727 65699 7
88541 30429 13
56348 69032 16
8141 33582 8
74476 48397 3
63653 38994 14
37299 53562 18
29522 76598 12
9100 70527 11
73271 63394 17
92810 12055 18
784 12242 10
77093 30745 11
33112 20623 9
47706 36563 2
65988 41663 18
85819 7842 19
97694 73804 5
61550 36509 5
44577 14795 10
55612 73765 1
8409 62660 12
14541 95503 17
65603 56247 3
81672 81220 15
41473 6578 5
76505 896 12
21199 21260 6
13333 25690 3
80067 85911 12
56685 99363 15
52238 18501 13
77674 78222 18
62250 88763 15
2544 30549 6
26991 25862 8
59045 16801 12
89215 23268 16
95378 52905 10
73674 92011 18
65684 41424 5
71051 88848 7
70791 77634 1
29304 49647 20
15204 81042 15
68176 98752 15
17952 60994 17
638 92181 11
27233 25381 4
20989 36175 20
11365 3701 11
15705 74822 20
9424 71615 17
94294 22392 3
48286 38276 14
62657 30463 7
70436 27968 18
1156 62336 15
78135 30177 12
20391 36855 18
91191 7291 4
79047 71399 11
51819 29880 11
93411 50513 2
29979 52163 16
64964 44855 15
17796 11113 8
5424 87386 13
61780 36610 1
2939 2635 16
56087 73988 18
28451 33324 10
72612 9788 15
30484 73620 3
71392 45843 18
24092 44820 10
47835 68749 19
20977 72022 1
35670 22074 18
9554 89042 11
300 6091 18
92761 9611 15
27315 52605 10
14883 8333 9
67017 51993 9
32107 79027 13
82246 93529 2
65672 94562 4
70501 96312 3
55883 29970 20
33224 4052 2
31009 80354 15
3722 89599 15
33322 1537 6
50438 69724 19
74829 62269 7
35849 57623 2
31435 70941 4
48872 93450 6
86675 3054 6
62225 7907 19
357 58600 8
60740 65781 15
9052 54591 9
21709 63453 9
82026 37451 1
92831 34804 5
88756 49533 2
13796 3858 9
11701 65237 10
6438 13897 20
75835 34841 3
83815 2698 15
22055 46847 12
17613 10491 4
47647 38691 18
69670 15709 19
59381 34583 11
15475 6940 5
86038 90906 7
84029 96653 1
59397 86884 16
15437 19865 4
38773 35883 10
79610 61094 7
14475 99820 3
94947 49306 5
64832 73287 18
29745 30933 18
72204 2282 10
60912 13048 8
21002 70469 6
52324 17387 18
78098 30707 17
61748 18158 8
16850 26853 4
87255 64374 14
60243 81053 20
17233 1327 14
49807 79225 6
90163 51553 11
27235 67248 13
32697 43026 18
15624 85179 6
3363 41669 14
41381 29182 7
69884 98755 10
98742 81279 1
49214 94911 11
92829 19498 9
20791 19555 14
20435 58082 17
38312 53928 19
28093 59688 8
73351 30147 2
86690 21661 20
82979 60414 10
63509 38992 5
55680 57303 4
33959 26374 1
92266 42265 9
71953 60065 10
43731 98916 3
76002 27620 13
54348 71793 13
24150 60813 20
40145 72259 3
72023 84653 14
78304 38428 19
87185 46466 19
57505 28678 13
60929 80933 5
64139 60318 12
20772 85546 3
55103 10935 18
31904 21629 3
76361 20810 16
6967 73450 1
25071 26150 1
15220 3887 13
33459 79858 13
51016 83555 13
240 54057 17
23452 22289 7
86435 89747 16
77289 89401 4
50083 37141 14
57778 35510 17
67668 91341 2
39605 4727 4
31450 2302 20
30404 80194 9
32089 51588 20
70008 65267 14
51068 6961 4
84447 97523 12
57990 37201 7
37273 24014 12
70870 97056 10
76748 55044 19
7655 46658 10
54908 76050 9
22652 6117 6
62418 36867 11
50690 71710 12
1182 10647 10
8269 66262 16
53446 8664 10
98217 41306 17
92450 73153 8
70094 25371 9
77885 76260 4
62616 28337 6
27802 30941 13
75259 55524 4
17365 49354 4
94881 92804 13
5490 70535 11
66663 43183 11
73477 22981 6
84649 15896 8
60703 17137 7
41942 57928 12
34997 87407 5
37991 8401 1
24166 97578 9
95603 80495 10
76557 20356 6
65991 54492 17
26924 14332 7
18062 2054 7
94974 20758 20
24326 51144 19
12896 20961 20
75260 61381 17
74668 96267 17
17230 7254 3
20850 26605 6
64722 89289 2
85246 26385 10
64161 66450 2
39010 98434 2
71506 54932 15
28974 21654 16
16688 53089 10
95695 84394 16
76107 43181 1
22823 4042 13
31725 85605 16
82226 37322 7
2528 59279 6
88287 77173 12
45492 59318 9
95509 44996 4
30456 34272 7
2782 9116 16
97296 8333 12
35774 77608 20
14033 71865 3
67408 67734 11
19014 26200 15
38403 18882 9
64543 27219 1
91197 51423 8
96696 17075 9
99261 70482 15
82344 24052 18
22611 42126 6
85166 12961 5
99470 15670 11
66370 4646 17
16264 72086 6
17845 68033 14
75288 13707 8
3719 91887 14
84564 69389 15
50884 87169 3
52476 61717 17
75102 81000 4
80661 50809 5
89929 66522 5
38527 17936 14
5096 6114 17
86420 92101 2
81643 78591 16
52873 42082 16
84777 15354 20
66119 95635 7
36804 18328 14
5394 40012 19
18225 80595 12
37366 47408 17
50052 77736 3
74981 86455 7
74909 28541 18
81760 52594 4
87875 43913 9
19957 91864 13
72582 89223 18
2236 12874 3
52279 22592 5
40537 98149 14
66930 52734 8
18245 42291 4
26647 48961 1
28304 52533 11
77861 85410 19
81647 46999 8
19656 47125 9
1991 98149 11
11876 54512 5
41584 11746 1
18873 40902 2
15417 21810 17
67123 58647 5
72477 98665 13
3547 59121 7
17625 7107 1
95011 57170 10
2416 89468 16
26282 13307 10
25934 68911 5
9320 86886 18
86654 42805 6
91067 20350 4
82001 16826 4
17780 5634 3
73051 15105 6
74016 73279 20
78010 15772 4
58570 68121 19
66614 67821 1
86707 71163 11
32354 20734 11
40950 56364 8
58902 71457 5
38394 53963 16
97782 5767 18
12497 9902 8
38591 65692 9
68855 23987 5
94657 49580 15
75004 89520 16
83090 51162 8
96569 60461 5
36318 4522 12
57415 38367 10
98102 71979 7
35082 23785 17
7853 7997 9
38382 57761 7
22965 37697 11
63506 21747 15
53203 74528 1
48649 61779 5
67939 2167 5
77419 44940 12
48314 18299 6
16001 75932 7
80884 3254 5
30164 52582 8
18125 43702 16
32415 76320 19
45790 53857 6
98889 402 4
72359 58333 15
39235 45552 20
99769 1035 3
98618 26589 20
40557 59538 14
7709 46678 15
45930 81941 5
60398 19537 2
74968 2122 4
69112 26127 3
95954 34677 12
9936 27999 15
91139 9218 14
48239 95403 19
18275 304 8
15797 13778 16
28130 10364 6
49305 51542 20
98592 69161 13
42654 28269 7
46439 14303 18
44884 66588 7
45970 23760 11
89801 79122 16
18321 25909 7
13299 42455 20
54847 95007 8
58637 88732 7
18755 86916 3
73930 5152 1
74612 69539 14
45875 18917 4
7319 25033 18
49847 41240 10
39046 72812 19
3789 24910 19
28354 57813 18
60295 82203 2
42468 92626 13
44789 48044 11
77 62464 7
17128 37294 14
94914 40140 14
10517 1491 4
9789 96033 14
88485 46665 14
44724 61267 3
35806 12746 19
99279 1501 13
94300 84567 17
62172 75713 6
62308 95374 1
6309 26515 9
840 31695 7
84762 47396 17
2240 66855 10
18966 82869 1
5215 41228 4
68528 83528 4
98670 73114 14
21250 7245 18
14239 72002 19
53818 45336 5
40325 82131 20
93898 57942 2
58200 36478 14
88516 51694 8
90992 68901 4
6601 91804 2
22369 14371 20
72142 8243 10
50968 36113 1
26203 54222 12
86720 29893 9
30989 3235 4
47850 72382 11
78465 41233 11
35266 41386 9
75173 77489 7
41687 43421 7
7433 35948 4
71454 40409 14
96805 62601 7
32393 433 19
4398 47825 1
26955 79487 11
81247 57994 12
7596 76921 15
3739 59380 18
25300 4212 10
78779 43178 1
30953 41643 14
38191 70958 1
61304 20977 19
61690 28007 19
59617 80934 11
71103 15138 12
41885 34565 17
87018 84026 7
6804 55260 6
12088 96875 17
36320 7030 20
20898 80887 1
22351 63367 13
38826 83990 20
94599 70792 9
57025 27663 4
33645 49154 7
5024 43042 11
45245 90805 16
26280 89064 16
87051 60933 18
65379 13714 4
32654 19799 10
30327 25832 5
39040 38035 9
19838 19402 12
16690 11511 5
85575 30170 4
86866 9866 6
49102 26966 10
7928 46475 6
93096 46984 7
7126 50709 19
88391 12846 6
70454 98950 1
14532 74624 3
72422 61876 7
17282 30778 10
67680 81165 17
64545 60604 5
58497 397 7
16513 99878 18
71877 74291 13
38176 16500 6
23313 68745 7
31476 23209 5
30995 83225 7
15166 39378 6
99218 10822 20
69217 87578 13
75269 21764 8
62846 13212 19
34375 36078 3
6550 18869 3
36903 78216 9
47176 71835 7
30195 87658 13
83037 97149 8
90566 51600 13
30883 71588 1
37029 34793 9
12949 85698 4
84120 6432 6
26453 94684 2
74596 18552 13
20753 32618 4
40734 63093 10
84968 25390 2
41971 73726 9
19181 98004 14
50562 7154 1
9292 92611 17
87357 96272 8
30811 48054 12
39533 17107 12
78646 90675 19
82347 86833 19
89987 35534 2
11844 71439 16
52418 22686 15
69136 76738 4
36816 97053 8
54358 88365 5
85064 15501 11
14561 8644 1
69702 38174 12
99145 31669 12
38059 42808 14
84623 97198 14
3422 65286 8
70524 32981 15
10590 80743 14
27201 25456 19
14146 5506 1
30917 90945 2
54548 34010 9
57240 57373 8
47929 63350 17
19701 71135 1
82516 65668 18
15402 9260 4
86366 44807 8
89026 95877 2
2323 61101 8
45917 60739 2
24254 70837 10
84286 24505 7
34296 11173 15
55550 20878 7
29360 61050 16
71912 15677 13
65457 89083 4
32924 63504 3
38533 28746 14
69099 81905 10
83063 73077 15
68088 94677 12
38565 38092 14
70099 34962 18
22502 10764 16
21750 72067 12
52703 19928 13
61084 88943 17
96806 96423 10
98614 44049 16
97690 39302 17
27093 12209 10
2334 25240 17
45549 34320 15
1032 74546 17
38196 63199 9
8831 91180 12
86195 6404 8
62979 23316 5
93465 89002 15
13665 17715 1
85550 54434 11
66291 55884 10
13912 5658 8
23631 22783 2
41768 39318 1
45134 33011 11
89689 39048 11
92950 12519 2
91659 9494 14
45114 79865 11
11419 40529 19
27617 86157 16
10648 35903 13
8209 7778 13
45356 52873 15
90215 47598 13
48542 85259 15
9502 18161 4
84742 67424 12
65356 31011 10
79552 52083 2
3807 99139 11
3045 6851 16
14257 73883 8
66266 96497 19
39137 3700 9
34176 36867 7
37719 14297 18
53147 47564 10
3744 36061 20
81331 67148 12
51897 89889 5
67339 13253 8
82997 42990 20
51825 77327 15
23774 46627 14
52397 85244 4
84425 51362 16
45238 23595 18
13468 91137 17
52101 30335 2
79706 43264 15
37280 48587 9
94543 73315 16
76706 52839 18
7497 72252 16
45673 24528 11
71178 12362 1
3963 50175 20
17944 21159 11
67005 8299 16
19508 58867 13
49067 16423 2
70990 75672 12
63610 98625 17
48552 66971 12
9232 86366 9
80070 4773 9
44589 96043 7
9708 6580 14
57420 62683 5
54144 6022 6
81668 57961 13
43812 49710 2
83040 16486 20
29409 91979 13
85416 28477 4
7617 79737 4
49613 41416 18
89765 4098 14
63600 14152 9
20107 23115 2
86959 44336 9
96525 29461 8
9866 15624 4
99148 41662 9
10491 43704 5
14987 52438 2
34745 22037 10
45158 62785 17
46150 91917 3
51346 60179 7
87808 43390 6
59894 97109 5
83787 1487 11
60896 49615 2
91636 25846 17
91157 39769 7
1479 41215 3
63136 30399 7
99201 79182 13
59623 29135 12
25279 26661 7
34491 30905 9
20246 51211 7
96349 75329 1
68778 89000 1
54894 25013 2
85338 28314 6
91249 9685 8
73719 31505 2
13671 48195 17
4832 49775 19
31299 98817 5
43153 52408 19
57886 44214 3
57896 9700 2
44212 52561 5
27426 80786 16
51594 9610 6
40438 6592 20
42828 11378 17
54152 68120 15
94367 89917 17
24086 53111 17
4535 37835 16
22476 69296 8
72521 24008 6
36625 43483 19
26993 24964 7
71072 86181 1
37393 90574 9
70539 2136 15
94643 21046 18
74370 35931 18
43825 997 5
62060 94433 14
19457 94237 13
17921 90369 8
44183 57490 1
69750 25590 16
20006 71249 1
71703 12255 20
53213 96799 7
58989 31856 6
8128 14551 3
11862 66688 6
79219 51186 14
17970 2850 15
11821 57255 10
93450 83360 4
3733 52251 2
88329 44435 1
63155 30305 9
69629 31429 9
85008 73119 18
34850 56038 16
77945 5857 12
66717 21130 16
23741 17791 20
58019 68579 20
44979 82824 13
98271 30031 20
29462 2429 15
61095 82096 11
92331 99139 16
2011 16661 1
53997 57571 19
71421 74881 6
3956 47180 5
9920 69502 7
38886 45616 14
42966 73890 6
44180 41247 5
38033 31881 16
46828 21968 18
64055 69340 6
60709 56115 18
63419 56940 8
21108 19881 12
94855 34493 3
26484 3274 5
94546 52886 7
24275 47724 9
94946 60294 19
9877 82894 12
59109 48556 4
23402 56751 9
37651 75362 8
16219 54385 3
24285 66611 12
96361 60775 6
94919 7839 4
46970 98356 9
91734 4515 18
76197 85240 12
282 44541 13
48861 6137 15
99777 17919 7
45676 16904 5
54213 91637 14
32212 69238 18
5478 88016 6
96494 35310 6
55477 46455 4
1051 53534 6
87123 22993 19
40256 5410 2
72971 17585 5
78670 16135 5
95404 61960 20
68097 28641 1
32182 10272 20
49527 77790 17
32289 25776 10
37551 90667 1
7720 77482 16
56799 28831 6
20496 7148 14
15610 32672 12
30420 50946 1
29886 93669 7
68606 71202 13
18090 26993 8
62243 87273 20
64366 18869 2
42331 42323 15
45849 92394 2
22267 91958 1
97862 51870 20
16758 78340 13
30168 57846 13
17281 6457 13
41387 3114 16
25371 62435 20
94941 76836 1
42747 691 4
70100 63070 15
81354 39754 13
80396 48639 15
16752 33054 12
94997 81965 7
38430 83522 7
65176 44878 20
80903 52475 15
38028 67702 3
18514 96599 4
60026 9384 2
80907 61579 3
37004 580 7
17205 98272 2
60544 32071 15
61254 16054 9
37848 24625 16
2920 33547 10
88818 93775 6
64262 43825 15
57214 27368 18
47540 83735 8
88995 44041 1
88283 29832 3
43538 7808 18
16854 64411 2
23592 8640 18
49607 51086 4
34702 41944 10
22971 25173 12
17904 3951 10
98055 45500 15
56922 47341 14
531 43592 20
73491 17182 8
51358 43022 8
33724 1575 19
59298 4492 15
16103 80104 6
67906 77026 14
73747 43426 11
13583 38900 16
2227 22320 11
16397 36999 14
77059 59255 9
64891 56830 19
24269 44956 13
50534 15844 14
917 5456 5
21164 37917 13
7912 74132 8
37701 40640 2
53646 29220 6
40568 96451 13
18794 18249 11
22223 50910 17
62053 50960 6
32549 95842 1
25656 84737 13
48860 75481 13
85765 6068 7
22781 13884 4
36566 75282 17
80762 54502 5
21764 64708 13
72168 66360 3
95266 25630 15
36354 98423 15
29231 24744 12
1998 66546 5
20154 39044 5
29633 11669 15
79269 25720 1
15123 774 12
92222 8346 2
87800 19729 13
2610 78792 8
28278 29122 18
49068 24576 4
40200 30035 7
45622 57956 8
1258 90489 14
66437 10979 16
27589 63282 18
16333 29655 19
76267 34396 8
80117 47505 4
61769 18537 15
93397 17022 8
81859 11648 3
94790 67804 3
30566 57712 2
64142 28020 13
93561 13423 20
86661 3935 1
95003 12171 2
11974 85869 2
53341 80810 3
67820 24786 19
91694 15633 3
71737 57037 10
4839 61812 9
35506 74617 7
45663 91010 20
93480 50317 18
32315 90522 14
66023 87962 18
83903 32873 9
39372 5235 10
36461 18264 18
17526 21349 7
67152 39243 11
45086 57499 15
15993 82155 18
93385 14551 11
27686 89582 9
2121 19049 15
34498 70450 5
40996 49652 12
42086 11983 12
41788 25606 16
63887 80365 16
9335 52558 12
84980 1049 7
90479 99832 4
70538 27099 14
59436 40128 18
92550 42228 18
53766 92218 6
82519 25480 14
31896 67702 5
15255 81104 9
44623 36003 15
8512 96041 11
2182 75154 13
67687 86810 11
65306 2188 13
87043 3040 14
91125 86443 5
9566 9757 2
46077 49142 10
56412 45919 18
47616 82355 8
80851 83862 19
64417 3461 5
37241 1461 5
90438 38428 15
81964 12553 5
91310 40138 8
67115 16099 19
70560 40043 6
